"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ANP32B",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"RP13-726E6.2",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"ZNF22",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"PALD1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"FLT1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"RP11-141M1.3",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"MZT1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"COL4A1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"LYSMD2",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"RP5-991G20.1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"HN1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"RIT2",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"RP11-103J8.1",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"AP000282.2",2.16096404744368,0.720321349147894,17.5661530508472,1.33095731215786e-05,0.000123005850399598,4.22317463331316
"KLHDC2",4.70892625744295,1.56964208581432,17.4950949280978,1.35720931994737e-05,0.000125218717018954,4.20298857326643
"SLC23A2",4.70892625744295,1.56964208581432,17.4950949280978,1.35720931994737e-05,0.000125218717018954,4.20298857326643
"ACACA",4.58347518413836,2.67406568655974,17.4462656790581,1.37561018531202e-05,0.000126808585476936,4.18905804065647
"RPL23A",3.85093609324914,2.42988598959667,17.3810056534684,1.40067331656396e-05,0.000129009384420365,4.1703641695533
"SHTN1",4.37390423533257,2.60420870362448,17.3560896331943,1.41038687062734e-05,0.000129793872318123,4.16320394162655
"REPS1",5.21313282977024,2.88395156843704,17.2412923612338,1.45620050262487e-05,0.000133896402148134,4.13004891151233
"BBOX1",4.8036651568748,1.60122171895827,17.1504902789236,1.4937092620103e-05,0.000137229005019574,4.103630147089
"FAM200B",4.22560555591616,1.40853518530539,17.1227431858583,1.50540200627987e-05,0.000138186224772729,4.09552272120245
"DSTYK",4.11200083709905,1.37066694569968,16.9006309789745,1.60307619207188e-05,0.000146903519290371,4.0300356595433
"OSGEP",4.11200083709905,1.37066694569968,16.9006309789745,1.60307619207188e-05,0.000146903519290371,4.0300356595433
"CD63",4.96906984138464,2.80259723897517,16.8971295954234,1.60467591328075e-05,0.00014692602243963,4.02899487337244
"TMC6",4.45344529780426,1.48448176593475,16.7936068304438,1.65285241665285e-05,0.000151209517037803,3.99810288266027
"PEA15",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508104e-05,0.000155715533126086,3.96210678030132
"NUAK1",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508104e-05,0.000155715533126086,3.96210678030132
"CLINT1",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508106e-05,0.000155715533126086,3.96210678030132
"FAF2",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508106e-05,0.000155715533126086,3.96210678030132
"KIF13B",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508106e-05,0.000155715533126086,3.96210678030132
"CPEB1",3.98863996174996,1.32954665391665,16.6739554580327,1.71071811508106e-05,0.000155715533126086,3.96210678030132
"FOXN3",4.65265088814998,2.8433648797439,16.6473931489355,1.72389252053179e-05,0.000156783183971248,3.95407299943621
"RCN1",4.82192809488736,1.60730936496245,16.6415536720908,1.72680511830269e-05,0.000156916545507405,3.95230475399363
"C6orf62",4.46536866878144,2.48845622292715,16.4496545374119,1.8258960174746e-05,0.000165782190707945,3.89377274818186
"RAB11FIP2",3.66600480727361,2.6607234779654,16.4024637478851,1.85130177616612e-05,0.000167948363473264,3.8792519061421
"CDC42BPA",4.81356727518319,3.64700367542164,16.3403712359345,1.88538035127987e-05,0.000170897049385018,3.86006852722226
"MID1",4.99149678734716,1.66383226244905,16.2700833263266,1.92487082746033e-05,0.000174330955575497,3.83824663373283
"PRPSAP2",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"ZNF675",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"YIPF6",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"LIMA1",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"ZFHX2",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"TMEM160",3.70469546806885,1.23489848935628,16.2192453518681,1.95405389616391e-05,0.000174956230211268,3.82239225670977
"CTBS",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"ADAMTS4",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"ZNF35",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"RBM47",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"SLC25A4",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"DCP2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"AIMP2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"SNHG15",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"LIMK1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"RP5-894A10.2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"JADE3",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"TMEM2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"SVIP",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"RP11-295P9.13",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"ATP8A2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"CMTM5",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"MAP3K9",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"SYNE3",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"AXIN1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"GDE1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"NLRC5",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"ERAL1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"RP11-82O19.1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"C1QL1",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"RHBDF2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"PCSK2",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"FKRP",2.56464150847248,0.854880502824161,16.1337545046076,2.00433727329589e-05,0.000174956230211268,3.79559560306058
"TYW3",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"CNTN6",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"ACTL6A",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"HLA-DRB1",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"POLR1C",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"TMOD1",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"ANKRD16",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"KBTBD7",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"RNF219",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"MYO18A",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"USE1",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"ZNF682",2.56464150847248,0.854880502824161,16.1337545046076,2.0043372732959e-05,0.000174956230211268,3.79559560306057
"CYHR1",4.33709613407284,2.73817996171819,16.1168188446489,2.01448204245041e-05,0.000175700403220152,3.79026694337011
"TMPRSS5",4.92587452070803,1.64195817356934,16.0146973014094,2.07697935347991e-05,0.000179800205993483,3.75799214762781
"TMCC2",3.53840779852541,1.17946926617514,16.00500531689,2.08303095791525e-05,0.000179800205993483,3.75491624534832
"SET",3.53840779852541,1.17946926617514,16.00500531689,2.08303095791525e-05,0.000179800205993483,3.75491624534832
"ABCC8",3.53840779852541,1.17946926617514,16.00500531689,2.08303095791525e-05,0.000179800205993483,3.75491624534832
"KIFC3",3.53840779852541,1.17946926617514,16.00500531689,2.08303095791525e-05,0.000179800205993483,3.75491624534832
"IDH3B",3.53840779852541,1.17946926617514,16.00500531689,2.08303095791525e-05,0.000179800205993483,3.75491624534832
"VDAC1",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"STXBP5-AS1",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"UBE2V2",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"RP11-120J1.1",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"AP4E1",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"U2AF2",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"DRG1",3.53840779852541,1.17946926617514,16.0050053168899,2.08303095791528e-05,0.000179800205993483,3.75491624534831
"BNIP3",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"FAM168B",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"ARPC2",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"BAZ1A",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"NPEPL1",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"ANKRD27",4.14270110943112,1.38090036981037,15.9751671079141,2.10179517431824e-05,0.000180558017746262,3.74543259906345
"BBX",4.21941889033224,2.55271358862437,15.9076836821907,2.14498754282402e-05,0.000184122743984499,3.72390555158745
"TMEM127",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"EHD1",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"CCT2",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"SERP2",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"JKAMP",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"CBY1",3.35021985907054,1.11673995302352,15.8202154372947,2.20256903454441e-05,0.000187287413987516,3.6958404603926
"MFN2",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"DDX1",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"SETD7",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"CFAP97",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"ZNF789",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"TXN2",3.35021985907055,1.11673995302352,15.8202154372947,2.20256903454442e-05,0.000187287413987516,3.69584046039259
"NOL4",3.43746844773558,2.29206344109215,15.7396824524162,2.25723419956808e-05,0.000188133917198797,3.66983652314859
"KIAA1107",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"SIPA1L2",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"METAP1",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"MPLKIP",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"PLXNA4",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"FMR1",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"DMTN",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"B4GALT1",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"FRMD8",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"STAM",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"CUL2",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"PIP4K2C",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"SAV1",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"TIMM21",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"CCDC106",2.87744375108173,0.959147917027245,15.7331411267347,2.26174556973671e-05,0.000188133917198797,3.66771738856282
"GCA",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"SLC25A38",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"C3orf17",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"RP11-308N19.1",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"ENG",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"TIMM10",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"NEU3",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"GABRB3",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"ERI2",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"CFAP20",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"DGCR5",2.87744375108173,0.959147917027245,15.7331411267346,2.26174556973674e-05,0.000188133917198797,3.66771738856281
"NCDN",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"ROM1",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"TSPAN9",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"ATXN7L3B",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"MTMR6",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"RNASE10",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"SDF2L1",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369414e-05,0.000188133917198797,3.65750080995901
"TRAPPC3",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"LMAN2L",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"RENBP",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"IPPK",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"NUP37",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"NUP93",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"PELP1",3.13339327034745,1.04446442344915,15.7016500212458,2.28361630369416e-05,0.000188133917198797,3.657500809959
"SLC12A9",4.02219705967923,1.34073235322641,15.6694758648923,2.30622434240898e-05,0.000189277867739316,3.64703744384651
"EPT1",4.02219705967923,1.34073235322641,15.6694758648923,2.30622434240899e-05,0.000189277867739316,3.64703744384651
"RSU1",4.02219705967923,1.34073235322641,15.6694758648923,2.30622434240899e-05,0.000189277867739316,3.64703744384651
"TRIP4",4.02219705967923,1.34073235322641,15.6694758648923,2.30622434240899e-05,0.000189277867739316,3.64703744384651
"PRR14L",4.02219705967923,1.34073235322641,15.6694758648923,2.30622434240899e-05,0.000189277867739316,3.64703744384651
"PLEKHH1",4.68968918353563,1.56322972784521,15.6196040580896,2.34180192613447e-05,0.00019205253891579,3.63076808977292
"RP11-554F20.1",4.5,1.5,15.5305077244537,2.40701707596641e-05,0.00019710290773008,3.60154887239401
"SCYL2",4.5,1.5,15.5305077244537,2.40701707596641e-05,0.00019710290773008,3.60154887239401
"DGCR8",4.28112121211053,1.42704040403685,15.517947442712,2.4163852132484e-05,0.000197720811189632,3.59741375449748
"ARFGAP1",5.79637857045993,2.18212619015331,15.4974000487589,2.43180518341936e-05,0.000198832601658629,3.59064056096242
"MAPK8IP1",4.78492780416547,1.59497593472182,15.4642124588558,2.4569615158332e-05,0.000200738196135469,3.57967822708711
"ANK3",3.77344722994382,2.55029699367518,15.4225095371216,2.48901717250231e-05,0.000203204186016931,3.5658636852851
"SNTB2",3.89067985676233,1.29689328558744,15.3441777680391,2.55059710532105e-05,0.000208075027013033,3.53979590515665
"HNRNPD",3.75125017026459,2.54289797378211,15.2751280311153,2.60640308279822e-05,0.000212467869634565,3.51668673507009
"PAK2",4.40689059560852,1.46896353186951,15.2091663190935,2.66108838862751e-05,0.000216762830455019,3.49449605134638
"WNK2",4.80273975903083,1.60091325301028,15.0591587445431,2.79066884467449e-05,0.000227147464101412,3.44360784846225
"INTS10",4.6448303656491,2.69451741372999,15.0367093293525,2.81070705532729e-05,0.00022860698313569,3.43594113949601
"SORCS2",4.80934569240422,2.89559648116198,15.0102358919468,2.83455957867393e-05,0.00023037431781732,3.42688298223245
"PLCB4",3.74592654816484,1.24864218272161,14.997059151068,2.84652238805818e-05,0.000231000507931423,3.42236746909891
"PPM1F",3.74592654816484,1.24864218272161,14.997059151068,2.84652238805818e-05,0.000231000507931423,3.42236746909891
"CHI3L1",6.2617809780285,2.0872603260095,14.9879358164905,2.85484075179664e-05,0.000231502407750325,3.41923829617634
"CACHD1",4.94939181871277,3.08851914844512,14.8668051118544,2.96809946646399e-05,0.000240506939590248,3.37748052004429
"SEPT10",4.05426222838908,1.35142074279636,14.8221503202981,3.0112085523715e-05,0.000243454640784135,3.36198651619851
"PELI2",4.05426222838908,1.35142074279636,14.8221503202981,3.01120855237151e-05,0.000243454640784135,3.3619865161985
"SUPT6H",4.05426222838908,1.35142074279636,14.8221503202981,3.01120855237151e-05,0.000243454640784135,3.3619865161985
"INTS3",3.24443923158204,2.22772036904097,14.8030630095119,3.0298643302524e-05,0.000244780550880406,3.35534717814961
"MYBPC1",5.50042093977846,2.08347364659282,14.798466686521,3.0343774541362e-05,0.000244962763224537,3.3537469057584
"CAMTA1",5.07201825769236,3.89411805036838,14.7753969565652,3.05715191763678e-05,0.000246617831274045,3.34570613935294
"CADM2",4.87534918988936,5.35652818540094,14.729641927488,3.10293163062526e-05,0.000250124875128411,3.32971541665895
"SRPK2",4.53840779852542,2.80528384986905,14.7226984489998,3.10995058783831e-05,0.000250504557372277,3.32728373849158
"GPATCH8",5.03308497526615,2.82393561693567,14.7132405076408,3.11954203946786e-05,0.000251090735372599,3.32396933053173
"PTPN11",4.4305434529977,1.4768478176659,14.6555380934113,3.17883460827726e-05,0.000255673502593093,3.30369470650287
"KIF1A",5.4845665099148,2.07818883663827,14.6352007017353,3.20005437017878e-05,0.000256081904156033,3.29652682799658
"FGD5-AS1",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"CPOX",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"PHF10",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"GALC",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"SIN3A",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"ABHD17A",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341024
"TBC1D23",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341023
"ABCC10",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341023
"DEPTOR",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341023
"PSMD7",3.58496250072116,1.19498750024039,14.6258435978887,3.20987455900649e-05,0.000256081904156033,3.29322506341023
"CLCN3",4.54373142062517,1.51457714020839,14.5163029715756,3.32757130442235e-05,0.000265276624930069,3.25438995743104
"TMBIM1",5.12241691874977,1.95747230624992,14.5074396516916,3.3373193009694e-05,0.000265858402463421,3.25123289787024
"KLKB1",4.20043971814109,1.4001465727137,14.4966581085983,3.3492232479373e-05,0.000266415485631378,3.24738958183302
"MVP",4.20043971814109,1.4001465727137,14.4966581085983,3.34922324793732e-05,0.000266415485631378,3.24738958183301
"SSFA2",5.15448208745963,1.96816069581988,14.4808583670362,3.36676004573968e-05,0.000267614260045974,3.24175146779426
"MAPK3",3.92587452070803,1.30862484023601,14.4321768571532,3.42149117618947e-05,0.000271368269456549,3.22433492229837
"SCN1A",3.92587452070803,1.30862484023601,14.4321768571532,3.42149117618949e-05,0.000271368269456549,3.22433492229836
"QRICH1",3.92587452070803,1.30862484023601,14.4321768571532,3.42149117618949e-05,0.000271368269456549,3.22433492229836
"PYGB",5.03540221886225,1.92846740628742,14.3958892954242,3.46298403094048e-05,0.00027445855906285,3.21130848901696
"CNTNAP3",5.05088539420386,1.93362846473462,14.2909833095763,3.58638135822074e-05,0.000284030932384635,3.17343648936796
"SMAD2",4.99792751344359,1.91597583781453,14.2887515361873,3.58906335006959e-05,0.000284036012751678,3.17262733944978
"ATN1",5.35776649987283,2.03592216662428,14.2393900216865,3.6490028936562e-05,0.000287106650561903,3.15469378224195
"THOC7",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"HNRNPA0",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"HECW1",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"MCM7",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"ERP29",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"GPR180",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"ANAPC11",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481724e-05,0.000287106650561903,3.15076452670325
"PINK1",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481727e-05,0.000287106650561903,3.15076452670324
"CIAO1",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481727e-05,0.000287106650561903,3.15076452670324
"ZNF354A",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481727e-05,0.000287106650561903,3.15076452670324
"SERAC1",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481727e-05,0.000287106650561903,3.15076452670324
"TRIM4",3.4036774610288,1.13455915367627,14.2286009574563,3.66226363481727e-05,0.000287106650561903,3.15076452670324
"GAK",4.97766361015228,1.90922120338409,14.171643859397,3.73323570793879e-05,0.000292459259430584,3.12996478427335
"ANKRD17",5.82877087985169,2.44292362661723,14.112809968123,3.80828735294984e-05,0.000298123504902639,3.10837919999249
"LINC01266",4.08496250072116,1.36165416690705,14.0981203714564,3.82730792431657e-05,0.000298965377817385,3.10297371479139
"KATNAL1",4.08496250072116,1.36165416690705,14.0981203714564,3.82730792431657e-05,0.000298965377817385,3.10297371479139
"SMAD3",4.08496250072116,1.36165416690705,14.0981203714564,3.82730792431657e-05,0.000298965377817385,3.10297371479139
"ANKMY2",3.78492780416547,1.26164260138849,14.0073711815176,3.94737485669477e-05,0.000307018044409596,3.06943692819882
"TFE3",3.78492780416547,1.26164260138849,14.0073711815176,3.94737485669477e-05,0.000307018044409596,3.06943692819882
"WDR19",3.78492780416547,1.26164260138849,14.0073711815175,3.94737485669481e-05,0.000307018044409596,3.06943692819881
"C5orf28",3.78492780416547,1.26164260138849,14.0073711815175,3.94737485669481e-05,0.000307018044409596,3.06943692819881
"PPME1",3.78492780416547,1.26164260138849,14.0073711815175,3.94737485669481e-05,0.000307018044409596,3.06943692819881
"TIMM23",3.78492780416547,1.26164260138849,14.0073711815175,3.94737485669481e-05,0.000307018044409596,3.06943692819881
"ST18",4.89960400919364,1.88320133639788,14.0003965366736,3.95678853060498e-05,0.000307529767600745,3.06684919197422
