"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"DAGLB",4.45490605214742,3.17294363128845,4.14057982164078,3.47301339712117e-05,0.000113978619832034,2.04078152802186
"UCK1",4.45477973720089,3.46534909268111,4.14046241913831,3.4747905545595e-05,0.000113978619832034,2.04033142219825
"FAM134C",4.45469725827441,3.83378240240832,4.14038575970381,3.47595143782718e-05,0.000113978619832034,2.04003752685038
"L3MBTL4",4.45468775058664,6.3155137597831,4.14037692285301,3.47608528132903e-05,0.000113978619832034,2.04000364866509
"TEF",4.45414110446365,3.67248466267819,4.13986884661527,3.48378887246593e-05,0.000114196704731889,2.03805593823807
"C4orf27",4.45399565371227,3.96487864258794,4.13973365847905,3.48584136151079e-05,0.000114212395135749,2.03753773473335
"RAP1B",4.45391450775889,4.46482995501591,4.13965823796665,3.4869869297695e-05,0.000114212395135749,2.03724863998889
"IARS",4.4538834495685,4.1723300697411,4.13962937115893,3.48742548465195e-05,0.000114212395135749,2.03713799187714
"GPATCH2L",4.45371718047402,4.75719280900557,4.13947483356611,3.48977416612381e-05,0.00011421829608528,2.03654565363803
"FOXP1",4.45370339636458,6.5084347088045,4.13946202202648,3.48996894490715e-05,0.00011421829608528,2.03649654836022
"RP11-608O21.1",4.45364715523226,3.17218829313936,4.13940974911771,3.4907637771317e-05,0.00011421829608528,2.0362961933988
"MYO9B",4.45335001972987,6.28641935708586,4.13913357869995,3.49496592230327e-05,0.000114321315215527,2.03523771168165
"NUP188",4.45305652653761,3.46431516628315,4.13886079360069,3.49912127312563e-05,0.000114422742053686,2.03419227424408
"LPP",4.45289813842796,5.66037884480673,4.13871358093153,3.50136572092681e-05,0.000114461639265007,2.03362811649649
"PPCDC",4.45280360775327,3.67168216465196,4.13862572008787,3.50270592473164e-05,0.000114470961696802,2.03329142014907
"PRPF3",4.4522631829203,3.46383916011276,4.13812342618261,3.510377129017e-05,0.00011468711788568,2.03136668942371
"KPNA1",4.45218085311209,4.62475380967151,4.138046905345,3.51154718098526e-05,0.000114690809493347,2.03107349114691
"C21orf2",4.45204747812114,3.67122848687268,4.13792294093592,3.51344346119643e-05,0.000114718211116405,2.03059851894593
"PAXIP1",4.45184994705622,3.17110996823373,4.1377393471335,3.51625367741251e-05,0.000114775428399295,2.02989510163123
"USP34",4.45171649377496,6.77818945666536,4.13761530995807,3.51815348602293e-05,0.000114786363173888,2.02941988595196
"TFG",4.45167779657912,3.96348792830805,4.13757934313264,3.51870455222444e-05,0.000114786363173888,2.02928209122354
"ARFGEF1",4.45115911235205,4.96317671777181,4.13709725587441,3.52609877615292e-05,0.000114993001867325,2.0274352525504
"VPS8",4.45077311828228,5.25542637169052,4.13673849651161,3.53161097877796e-05,0.000115138158412683,2.02606101308258
"RRP15",4.45049713644001,2.670298281864,4.13648198720841,3.53555716382443e-05,0.000115232187526269,2.02507851887763
"ILF3",4.45018790228228,4.62355803917363,4.13619457178401,3.53998378876163e-05,0.00011534181413833,2.02397771894575
"EML1",4.44986685827916,3.1699201149675,4.13589617978525,3.5445850375975e-05,0.000115457062917841,2.02283495970492
"UBAP1L",4.44943502218381,4.16966101331029,4.13549481288734,3.55078313301224e-05,0.000115624240675819,2.02129796496755
"UCHL5",4.44921488102777,3.16952892861666,4.13529020430122,3.55394675390881e-05,0.000115692536093341,2.02051449407789
"FTX",4.44896719705765,7.10456267802629,4.13505999624816,3.55750938910127e-05,0.000115773775860074,2.01963304609221
"LATS2",4.44883791105521,2.66930274663313,4.13493983231953,3.55937035922369e-05,0.000115777890957204,2.01917296763613
"ATP13A1",4.44881015592739,3.46176734391701,4.13491403551913,3.55976999293303e-05,0.000115777890957204,2.01907419970501
"NFAT5",4.44837969654489,5.69122487760616,4.1345139481969,3.56597344319373e-05,0.000115944896190147,2.01754246858043
"BBX",4.44824572798039,6.56289871648395,4.13438943209523,3.56790618905061e-05,0.000115972984275611,2.01706578991945
"OSBPL8",4.44798681092882,4.82975613400097,4.13414878353684,3.57164436881589e-05,0.000116006527865505,2.01614456796322
"ZNF281",4.44793424125761,5.36491925614394,4.13409992304073,3.57240381070208e-05,0.000116006527865505,2.01595753261958
"GMPPA",4.44786737924858,2.66872042754915,4.13403777863584,3.57336994679936e-05,0.000116006527865505,2.01571965038341
"NAA50",4.44786737924858,3.66872042754915,4.13403777863584,3.57336994679936e-05,0.000116006527865505,2.01571965038341
"TSC22D4",4.44780413195014,6.62811409780738,4.13397899389726,3.5742840797639e-05,0.000116006527865505,2.0154946318871
"CLASP2",4.44760935176251,8.56088303383627,4.1337979568776,3.57710069390082e-05,0.000116063225265622,2.01480167148083
"C2CD5",4.44744794277747,4.66846876566648,4.13364793647792,3.5794363414261e-05,0.00011610428790575,2.01422745724206
"QRSL1",4.4473518817374,3.16841112904244,4.13355865324737,3.58082706742398e-05,0.000116114685240736,2.01388572892766
"TMEM106B",4.44705848369579,4.62168038802173,4.13328595658517,3.58507792216422e-05,0.000116184729154793,2.01284203808126
"ACTR3B",4.44699152327396,3.16819491396438,4.13322372071123,3.58604873985619e-05,0.000116184729154793,2.01260385261993
"DLEU2",4.446919567014,6.83361017926571,4.13315684149211,3.58709226738259e-05,0.000116184729154793,2.01234790041993
"CYTH1",4.44687300212051,5.57180126230111,4.1331135620927,3.58776771668818e-05,0.000116184729154793,2.01218226885277
"ARL8A",4.4468334686366,5.55877993794429,4.13307681798545,3.58834126633835e-05,0.000116184729154793,2.01204164940716
"SAMD4A",4.44670942456686,3.66802565474012,4.13296152613279,3.59014145624683e-05,0.00011620833770966,2.01160043639556
"PLIN3",4.4462935964215,4.25273865857405,4.13257503770681,3.59618242147202e-05,0.000116357105993008,2.01012146483765
"GLMP",4.44624546085797,2.66774727651478,4.13253029845963,3.59688233641058e-05,0.000116357105993008,2.00995027052097
"AP2S1",4.44592041971889,3.66755225183133,4.13222819135212,3.6016119825583e-05,0.000116473298401818,2.00879430897258
"DUSP11",4.44578104909135,2.66746862945481,4.1320986543425,3.60364176120978e-05,0.000116473298401818,2.0082986834874
"RSL1D1",4.44577742288239,3.16746645372944,4.13209528398912,3.60369458741847e-05,0.000116473298401818,2.00828578828342
"NAP1L1",4.44568870469665,5.12085852062225,4.13201282552077,3.60498725317409e-05,0.000116480380276768,2.00797029978468
"NUFIP2",4.44540146834075,5.32820492844813,4.13174585579226,3.60917544328411e-05,0.000116551784625272,2.0069489090258
"ALDH7A1",4.44531618840077,3.66718971304046,4.13166659297627,3.61041979839206e-05,0.000116551784625272,2.0066456727141
"INTS4",4.44531618840077,3.66718971304046,4.13166659297627,3.61041979839206e-05,0.000116551784625272,2.0066456727141
"ZNF562",4.44508697287583,3.1670521837255,4.1314535502844,3.61376639686615e-05,0.000116625120184407,2.00583066262265
"TTC19",4.44488039458237,4.8278922841931,4.13126154760164,3.61678501004157e-05,0.000116667279446428,2.00509617859947
"BLCAP",4.4447344799145,3.6668406879487,4.13112592828163,3.61891862224441e-05,0.000116667279446428,2.00457740317022
"IQGAP1",4.44469074681503,6.18901150776824,4.13108528087244,3.61955833473987e-05,0.000116667279446428,2.00442192069701
"HERC2",4.44466041584067,5.45927749986498,4.13105708997034,3.62000206869092e-05,0.000116667279446428,2.00431408714135
"NAIP",4.44462986144466,5.82774196431047,4.13102869141061,3.62044912346656e-05,0.000116667279446428,2.00420546001456
"ARMCX3",4.44455184799081,3.95921235915506,4.13095618237697,3.62159081036066e-05,0.000116669418920467,2.00392810961835
"MTSS1",4.44423846732807,5.1199883782011,4.13066491301384,3.62618042139621e-05,0.00011678259890813,2.00281403993246
"C5orf45",4.44404715763641,3.66642829458184,4.13048710162125,3.62898495847357e-05,0.000116838239760944,2.00213397172099
"PHGDH",4.44390259348376,5.54378530717199,4.13035273752773,3.6311055874216e-05,0.000116847079356046,2.00162009409792
"WHSC1L1",4.44388161788772,5.95881022109321,4.13033324191353,3.63141337869666e-05,0.000116847079356046,2.00154553419855
"PGK1",4.443629682962,3.82714185722088,4.1300990828409,3.63511215250228e-05,0.000116931416705158,2.00065003326091
"FAM192A",4.4435456082411,3.66612736494466,4.13002094020696,3.63634728845839e-05,0.000116936479193164,2.00035120154976
"RYK",4.44331411499787,4.4584697193593,4.1298057805065,3.63975019929492e-05,0.000117011228629185,1.99952842075573
"IFI27L2",4.44321435173992,4.61937390884821,4.12971305627663,3.6412176341541e-05,0.000117023730244585,1.99917385216529
"HNRNPH2",4.44300965497199,3.1658057929832,4.129522802364,3.64423031299545e-05,0.000117071665001899,1.99844636431716
"STK3",4.44296640646598,5.89549565319824,4.12948260535665,3.64486713710983e-05,0.000117071665001899,1.99829266435885
"DPYD",4.44252020029454,7.93363572802079,4.1290678822967,3.65144359027892e-05,0.000117248188678681,1.9967069889527
"OPA1",4.44212452258784,4.82623876099638,4.12870012254844,3.65728474853725e-05,0.000117383977231651,1.99530100893301
